"Tabela 9605 - População residente, por cor ou raça, nos Censos Demográficos"
"Variável - População residente"
"Nível","Cód.","Município","Ano x Cor ou raça"
"Nível","Cód.","Município","2022"
"Nível","Cód.","Município","Branca",,"Preta",,"Amarela",,"Parda",,"Indígena"
"MU","1503101","Gurupá (PA)","5092","Pessoas","1992","Pessoas","8","Pessoas","24643","Pessoas","51","Pessoas"
"MU","1503200","Igarapé-Açu (PA)","6803","Pessoas","2108","Pessoas","105","Pessoas","26754","Pessoas","25","Pessoas"
"MU","1503309","Igarapé-Miri (PA)","11507","Pessoas","11062","Pessoas","24","Pessoas","42215","Pessoas","23","Pessoas"
"MU","1503408","Inhangapi (PA)","1030","Pessoas","1569","Pessoas","10","Pessoas","7709","Pessoas","7","Pessoas"
"MU","1503457","Ipixuna do Pará (PA)","4748","Pessoas","3052","Pessoas","26","Pessoas","22468","Pessoas","35","Pessoas"
"MU","1503507","Irituia (PA)","4224","Pessoas","3023","Pessoas","34","Pessoas","23661","Pessoas","12","Pessoas"
"MU","1503606","Itaituba (PA)","23860","Pessoas","13079","Pessoas","135","Pessoas","84202","Pessoas","2035","Pessoas"
"MU","1503705","Itupiranga (PA)","9112","Pessoas","6270","Pessoas","62","Pessoas","33868","Pessoas","442","Pessoas"
"MU","1503754","Jacareacanga (PA)","1854","Pessoas","1214","Pessoas","17","Pessoas","7141","Pessoas","13816","Pessoas"
"MU","1503804","Jacundá (PA)","7819","Pessoas","4488","Pessoas","62","Pessoas","25293","Pessoas","42","Pessoas"
"MU","1503903","Juruti (PA)","6241","Pessoas","2538","Pessoas","69","Pessoas","41921","Pessoas","112","Pessoas"
"MU","1504000","Limoeiro do Ajuru (PA)","5112","Pessoas","1146","Pessoas","2","Pessoas","23296","Pessoas","13","Pessoas"
"MU","1504059","Mãe do Rio (PA)","6601","Pessoas","2909","Pessoas","50","Pessoas","24779","Pessoas","13","Pessoas"
"MU","1504109","Magalhães Barata (PA)","1314","Pessoas","379","Pessoas","-","Pessoas","6421","Pessoas","1","Pessoas"
"MU","1504208","Marabá (PA)","48548","Pessoas","26407","Pessoas","266","Pessoas","190750","Pessoas","552","Pessoas"
"MU","1504307","Maracanã (PA)","4279","Pessoas","1361","Pessoas","5","Pessoas","20309","Pessoas","16","Pessoas"
"MU","1504406","Marapanim (PA)","4166","Pessoas","1385","Pessoas","2","Pessoas","21013","Pessoas","7","Pessoas"
"MU","1504422","Marituba (PA)","22505","Pessoas","11256","Pessoas","117","Pessoas","77809","Pessoas","94","Pessoas"
"MU","1504455","Medicilândia (PA)","5461","Pessoas","2625","Pessoas","70","Pessoas","18920","Pessoas","18","Pessoas"
"MU","1504505","Melgaço (PA)","3830","Pessoas","3075","Pessoas","14","Pessoas","20950","Pessoas","11","Pessoas"
"MU","1504604","Mocajuba (PA)","5067","Pessoas","3168","Pessoas","6","Pessoas","18910","Pessoas","47","Pessoas"
"MU","1504703","Moju (PA)","11124","Pessoas","11077","Pessoas","74","Pessoas","61588","Pessoas","230","Pessoas"
"MU","1504752","Mojuí dos Campos (PA)","3500","Pessoas","1301","Pessoas","26","Pessoas","18630","Pessoas","44","Pessoas"
"MU","1504802","Monte Alegre (PA)","10163","Pessoas","3569","Pessoas","101","Pessoas","46122","Pessoas","57","Pessoas"
"MU","1504901","Muaná (PA)","6048","Pessoas","2149","Pessoas","4","Pessoas","37166","Pessoas","1","Pessoas"
"MU","1504950","Nova Esperança do Piriá (PA)","3195","Pessoas","1417","Pessoas","24","Pessoas","15810","Pessoas","32","Pessoas"
"MU","1504976","Nova Ipixuna (PA)","2057","Pessoas","2235","Pessoas","10","Pessoas","9641","Pessoas","8","Pessoas"
"MU","1505007","Nova Timboteua (PA)","2135","Pessoas","850","Pessoas","13","Pessoas","9804","Pessoas","3","Pessoas"
"MU","1505031","Novo Progresso (PA)","9787","Pessoas","2721","Pessoas","65","Pessoas","20994","Pessoas","71","Pessoas"
"MU","1505064","Novo Repartimento (PA)","10802","Pessoas","6568","Pessoas","134","Pessoas","42108","Pessoas","1119","Pessoas"
"MU","1505106","Óbidos (PA)","7840","Pessoas","6399","Pessoas","15","Pessoas","37106","Pessoas","868","Pessoas"
"MU","1505205","Oeiras do Pará (PA)","2839","Pessoas","3985","Pessoas","9","Pessoas","26996","Pessoas","15","Pessoas"
"MU","1505304","Oriximiná (PA)","9451","Pessoas","9028","Pessoas","38","Pessoas","45975","Pessoas","3802","Pessoas"
"MU","1505403","Ourém (PA)","2407","Pessoas","2015","Pessoas","16","Pessoas","13378","Pessoas","39","Pessoas"
"MU","1505437","Ourilândia do Norte (PA)","7164","Pessoas","3135","Pessoas","13","Pessoas","20686","Pessoas","1468","Pessoas"
"MU","1505486","Pacajá (PA)","6988","Pessoas","4249","Pessoas","16","Pessoas","29811","Pessoas","33","Pessoas"
"MU","1505494","Palestina do Pará (PA)","1252","Pessoas","875","Pessoas","5","Pessoas","4748","Pessoas","5","Pessoas"
"MU","1505502","Paragominas (PA)","21410","Pessoas","10702","Pessoas","167","Pessoas","71824","Pessoas","1328","Pessoas"
"MU","1505536","Parauapebas (PA)","56707","Pessoas","26734","Pessoas","351","Pessoas","182069","Pessoas","1965","Pessoas"
"MU","1505551","Pau D'Arco (PA)","1245","Pessoas","608","Pessoas","6","Pessoas","4612","Pessoas","460","Pessoas"
"MU","1505601","Peixe-Boi (PA)","1596","Pessoas","459","Pessoas","10","Pessoas","6217","Pessoas","3","Pessoas"
"MU","1505635","Piçarra (PA)","2148","Pessoas","1680","Pessoas","25","Pessoas","8964","Pessoas","5","Pessoas"
"MU","1505650","Placas (PA)","4260","Pessoas","2321","Pessoas","43","Pessoas","12023","Pessoas","21","Pessoas"
"MU","1505700","Ponta de Pedras (PA)","4073","Pessoas","2179","Pessoas","11","Pessoas","18699","Pessoas","22","Pessoas"
"MU","1505809","Portel (PA)","8481","Pessoas","4200","Pessoas","14","Pessoas","49781","Pessoas","26","Pessoas"
"MU","1505908","Porto de Moz (PA)","4650","Pessoas","2239","Pessoas","11","Pessoas","33604","Pessoas","93","Pessoas"
"MU","1506005","Prainha (PA)","3653","Pessoas","2975","Pessoas","26","Pessoas","28900","Pessoas","23","Pessoas"
"MU","1506104","Primavera (PA)","1631","Pessoas","529","Pessoas","8","Pessoas","8679","Pessoas","3","Pessoas"
"MU","1506112","Quatipuru (PA)","2228","Pessoas","627","Pessoas","4","Pessoas","8653","Pessoas","12","Pessoas"
"MU","1506138","Redenção (PA)","21094","Pessoas","10490","Pessoas","104","Pessoas","53606","Pessoas","299","Pessoas"
"MU","1506161","Rio Maria (PA)","4363","Pessoas","2080","Pessoas","76","Pessoas","11829","Pessoas","36","Pessoas"
"MU","1506187","Rondon do Pará (PA)","11241","Pessoas","4035","Pessoas","12","Pessoas","37745","Pessoas","108","Pessoas"
"MU","1506195","Rurópolis (PA)","7287","Pessoas","3601","Pessoas","40","Pessoas","24772","Pessoas","69","Pessoas"
"MU","1506203","Salinópolis (PA)","7388","Pessoas","2191","Pessoas","36","Pessoas","35086","Pessoas","71","Pessoas"
"MU","1506302","Salvaterra (PA)","2598","Pessoas","5136","Pessoas","10","Pessoas","16364","Pessoas","21","Pessoas"
"MU","1506351","Santa Bárbara do Pará (PA)","3409","Pessoas","2076","Pessoas","17","Pessoas","15561","Pessoas","24","Pessoas"
"MU","1506401","Santa Cruz do Arari (PA)","977","Pessoas","1945","Pessoas","10","Pessoas","4509","Pessoas","4","Pessoas"
"MU","1506500","Santa Izabel do Pará (PA)","11585","Pessoas","7236","Pessoas","279","Pessoas","53832","Pessoas","86","Pessoas"
"MU","1506559","Santa Luzia do Pará (PA)","3369","Pessoas","1547","Pessoas","24","Pessoas","14694","Pessoas","736","Pessoas"
"MU","1506583","Santa Maria das Barreiras (PA)","3582","Pessoas","1694","Pessoas","26","Pessoas","11146","Pessoas","100","Pessoas"
"MU","1506609","Santa Maria do Pará (PA)","4867","Pessoas","1455","Pessoas","59","Pessoas","17848","Pessoas","395","Pessoas"
"MU","1506708","Santana do Araguaia (PA)","6971","Pessoas","4312","Pessoas","84","Pessoas","20900","Pessoas","145","Pessoas"
"MU","1506807","Santarém (PA)","56124","Pessoas","23988","Pessoas","389","Pessoas","240817","Pessoas","10602","Pessoas"
"MU","1506906","Santarém Novo (PA)","866","Pessoas","383","Pessoas","9","Pessoas","4854","Pessoas","4","Pessoas"
"MU","1507003","Santo Antônio do Tauá (PA)","5109","Pessoas","1935","Pessoas","50","Pessoas","20328","Pessoas","39","Pessoas"
"MU","1507102","São Caetano de Odivelas (PA)","2879","Pessoas","950","Pessoas","12","Pessoas","12819","Pessoas","6","Pessoas"
"MU","1507151","São Domingos do Araguaia (PA)","3910","Pessoas","2204","Pessoas","31","Pessoas","14889","Pessoas","57","Pessoas"
"MU","1507201","São Domingos do Capim (PA)","3564","Pessoas","3116","Pessoas","15","Pessoas","23897","Pessoas","7","Pessoas"
"MU","1507300","São Félix do Xingu (PA)","12033","Pessoas","6152","Pessoas","72","Pessoas","44722","Pessoas","2439","Pessoas"
"MU","1507409","São Francisco do Pará (PA)","2535","Pessoas","819","Pessoas","21","Pessoas","11495","Pessoas","24","Pessoas"
"MU","1507458","São Geraldo do Araguaia (PA)","4524","Pessoas","3002","Pessoas","24","Pessoas","16241","Pessoas","463","Pessoas"
"MU","1507466","São João da Ponta (PA)","429","Pessoas","125","Pessoas","2","Pessoas","3873","Pessoas","1","Pessoas"
"MU","1507474","São João de Pirabas (PA)","3527","Pessoas","989","Pessoas","9","Pessoas","16160","Pessoas","4","Pessoas"
"MU","1507508","São João do Araguaia (PA)","2014","Pessoas","1851","Pessoas","13","Pessoas","9761","Pessoas","25","Pessoas"
"MU","1507607","São Miguel do Guamá (PA)","5750","Pessoas","5638","Pessoas","45","Pessoas","41427","Pessoas","33","Pessoas"
"MU","1507706","São Sebastião da Boa Vista (PA)","5030","Pessoas","1568","Pessoas","30","Pessoas","18992","Pessoas","23","Pessoas"
"MU","1507755","Sapucaia (PA)","1099","Pessoas","437","Pessoas","8","Pessoas","4298","Pessoas","5","Pessoas"
"MU","1507805","Senador José Porfírio (PA)","3289","Pessoas","2664","Pessoas","39","Pessoas","15763","Pessoas","821","Pessoas"
"MU","1507904","Soure (PA)","2750","Pessoas","4458","Pessoas","12","Pessoas","16958","Pessoas","26","Pessoas"
"MU","1507953","Tailândia (PA)","13465","Pessoas","8663","Pessoas","155","Pessoas","50123","Pessoas","85","Pessoas"
"MU","1507961","Terra Alta (PA)","1797","Pessoas","665","Pessoas","19","Pessoas","7917","Pessoas","2","Pessoas"
"MU","1507979","Terra Santa (PA)","2975","Pessoas","637","Pessoas","6","Pessoas","15137","Pessoas","26","Pessoas"
"MU","1508001","Tomé-Açu (PA)","10838","Pessoas","7803","Pessoas","502","Pessoas","47913","Pessoas","529","Pessoas"
"MU","1508035","Tracuateua (PA)","2569","Pessoas","1006","Pessoas","8","Pessoas","24993","Pessoas","19","Pessoas"
"MU","1508050","Trairão (PA)","3098","Pessoas","1250","Pessoas","7","Pessoas","10543","Pessoas","344","Pessoas"
"MU","1508084","Tucumã (PA)","10783","Pessoas","3276","Pessoas","62","Pessoas","25388","Pessoas","39","Pessoas"
"MU","1508100","Tucuruí (PA)","20702","Pessoas","10284","Pessoas","88","Pessoas","59425","Pessoas","805","Pessoas"
"MU","1508126","Ulianópolis (PA)","8860","Pessoas","3435","Pessoas","49","Pessoas","25592","Pessoas","35","Pessoas"
"MU","1508159","Uruará (PA)","9503","Pessoas","4409","Pessoas","11","Pessoas","29535","Pessoas","100","Pessoas"
"MU","1508209","Vigia (PA)","10924","Pessoas","3632","Pessoas","24","Pessoas","36224","Pessoas","25","Pessoas"
"MU","1508308","Viseu (PA)","6782","Pessoas","3385","Pessoas","24","Pessoas","48435","Pessoas","66","Pessoas"
"MU","1508357","Vitória do Xingu (PA)","2730","Pessoas","1666","Pessoas","24","Pessoas","10667","Pessoas","517","Pessoas"
"MU","1508407","Xinguara (PA)","12369","Pessoas","4933","Pessoas","69","Pessoas","35466","Pessoas","56","Pessoas"
"MU","1600055","Serra do Navio (AP)","1061","Pessoas","370","Pessoas","1","Pessoas","3238","Pessoas","3","Pessoas"
"MU","1600105","Amapá (AP)","1454","Pessoas","769","Pessoas","8","Pessoas","5705","Pessoas","7","Pessoas"
"MU","1600154","Pedra Branca do Amapari (AP)","2318","Pessoas","1284","Pessoas","14","Pessoas","7562","Pessoas","1669","Pessoas"
"MU","1600204","Calçoene (AP)","1710","Pessoas","1622","Pessoas","3","Pessoas","7260","Pessoas","17","Pessoas"
"MU","1600212","Cutias (AP)","595","Pessoas","381","Pessoas","4","Pessoas","3480","Pessoas","-","Pessoas"
"MU","1600238","Ferreira Gomes (AP)","1134","Pessoas","956","Pessoas","4","Pessoas","4571","Pessoas","1","Pessoas"
"MU","1600253","Itaubal (AP)","779","Pessoas","679","Pessoas","12","Pessoas","4126","Pessoas","3","Pessoas"
"MU","1600279","Laranjal do Jari (AP)","6115","Pessoas","4202","Pessoas","23","Pessoas","24629","Pessoas","145","Pessoas"
"MU","1600303","Macapá (AP)","104145","Pessoas","56592","Pessoas","532","Pessoas","280577","Pessoas","1079","Pessoas"
"MU","1600402","Mazagão (AP)","3236","Pessoas","3043","Pessoas","19","Pessoas","15602","Pessoas","24","Pessoas"
"MU","1600501","Oiapoque (AP)","3959","Pessoas","2580","Pessoas","15","Pessoas","13641","Pessoas","7287","Pessoas"
"MU","1600535","Porto Grande (AP)","3380","Pessoas","1711","Pessoas","39","Pessoas","12690","Pessoas","28","Pessoas"
"MU","1600550","Pracuúba (AP)","502","Pessoas","474","Pessoas","1","Pessoas","2823","Pessoas","3","Pessoas"
"MU","1600600","Santana (AP)","22875","Pessoas","9301","Pessoas","58","Pessoas","75322","Pessoas","60","Pessoas"
"MU","1600709","Tartarugalzinho (AP)","1893","Pessoas","1697","Pessoas","8","Pessoas","9336","Pessoas","11","Pessoas"
"MU","1600808","Vitória do Jari (AP)","1866","Pessoas","1001","Pessoas","7","Pessoas","8413","Pessoas","3","Pessoas"
"MU","1700251","Abreulândia (TO)","672","Pessoas","330","Pessoas","18","Pessoas","1555","Pessoas","1","Pessoas"
"MU","1700301","Aguiarnópolis (TO)","824","Pessoas","437","Pessoas","-","Pessoas","3232","Pessoas","4","Pessoas"
"MU","1700350","Aliança do Tocantins (TO)","1090","Pessoas","723","Pessoas","5","Pessoas","3322","Pessoas","7","Pessoas"
"MU","1700400","Almas (TO)","820","Pessoas","1462","Pessoas","4","Pessoas","4211","Pessoas","2","Pessoas"
"MU","1700707","Alvorada (TO)","2494","Pessoas","617","Pessoas","9","Pessoas","5673","Pessoas","9","Pessoas"
"MU","1701002","Ananás (TO)","1992","Pessoas","1151","Pessoas","14","Pessoas","7159","Pessoas","9","Pessoas"
"MU","1701051","Angico (TO)","597","Pessoas","459","Pessoas","1","Pessoas","1814","Pessoas","5","Pessoas"
"MU","1701101","Aparecida do Rio Negro (TO)","928","Pessoas","504","Pessoas","3","Pessoas","3399","Pessoas","22","Pessoas"
"MU","1701309","Aragominas (TO)","1005","Pessoas","845","Pessoas","10","Pessoas","3408","Pessoas","21","Pessoas"
"MU","1701903","Araguacema (TO)","1151","Pessoas","756","Pessoas","3","Pessoas","4001","Pessoas","16","Pessoas"
"MU","1702000","Araguaçu (TO)","2287","Pessoas","820","Pessoas","9","Pessoas","4982","Pessoas","35","Pessoas"
"MU","1702109","Araguaína (TO)","45334","Pessoas","22201","Pessoas","473","Pessoas","102930","Pessoas","359","Pessoas"
"MU","1702158","Araguanã (TO)","863","Pessoas","682","Pessoas","-","Pessoas","2760","Pessoas","5","Pessoas"
"MU","1702208","Araguatins (TO)","6123","Pessoas","5026","Pessoas","36","Pessoas","20691","Pessoas","42","Pessoas"
"MU","1702307","Arapoema (TO)","1333","Pessoas","741","Pessoas","2","Pessoas","3472","Pessoas","2","Pessoas"
"MU","1702406","Arraias (TO)","881","Pessoas","3571","Pessoas","25","Pessoas","5800","Pessoas","10","Pessoas"
"MU","1702554","Augustinópolis (TO)","3404","Pessoas","2334","Pessoas","19","Pessoas","11706","Pessoas","21","Pessoas"
"MU","1702703","Aurora do Tocantins (TO)","489","Pessoas","576","Pessoas","3","Pessoas","2273","Pessoas","1","Pessoas"
"MU","1702901","Axixá do Tocantins (TO)","1679","Pessoas","1114","Pessoas","15","Pessoas","7450","Pessoas","4","Pessoas"
"MU","1703008","Babaçulândia (TO)","1586","Pessoas","981","Pessoas","3","Pessoas","5297","Pessoas","13","Pessoas"
"MU","1703057","Bandeirantes do Tocantins (TO)","817","Pessoas","414","Pessoas","4","Pessoas","2168","Pessoas","4","Pessoas"
"MU","1703073","Barra do Ouro (TO)","787","Pessoas","607","Pessoas","5","Pessoas","3059","Pessoas","18","Pessoas"
"MU","1703107","Barrolândia (TO)","1569","Pessoas","502","Pessoas","4","Pessoas","2752","Pessoas","19","Pessoas"
"MU","1703206","Bernardo Sayão (TO)","1106","Pessoas","390","Pessoas","3","Pessoas","2728","Pessoas","2","Pessoas"
"MU","1703305","Bom Jesus do Tocantins (TO)","695","Pessoas","425","Pessoas","14","Pessoas","2887","Pessoas","17","Pessoas"
"MU","1703602","Brasilândia do Tocantins (TO)","359","Pessoas","305","Pessoas","1","Pessoas","1306","Pessoas","3","Pessoas"
"MU","1703701","Brejinho de Nazaré (TO)","604","Pessoas","1357","Pessoas","8","Pessoas","2749","Pessoas","7","Pessoas"
"MU","1703800","Buriti do Tocantins (TO)","1771","Pessoas","1209","Pessoas","2","Pessoas","7304","Pessoas","21","Pessoas"
"MU","1703826","Cachoeirinha (TO)","331","Pessoas","184","Pessoas","1","Pessoas","1414","Pessoas","31","Pessoas"
"MU","1703842","Campos Lindos (TO)","1811","Pessoas","803","Pessoas","3","Pessoas","6030","Pessoas","6","Pessoas"
"MU","1703867","Cariri do Tocantins (TO)","1019","Pessoas","412","Pessoas","11","Pessoas","2560","Pessoas","5","Pessoas"
"MU","1703883","Carmolândia (TO)","438","Pessoas","388","Pessoas","9","Pessoas","1359","Pessoas","7","Pessoas"
"MU","1703891","Carrasco Bonito (TO)","490","Pessoas","588","Pessoas","6","Pessoas","2230","Pessoas","4","Pessoas"
"MU","1703909","Caseara (TO)","1217","Pessoas","378","Pessoas","1","Pessoas","3235","Pessoas","16","Pessoas"
"MU","1704105","Centenário (TO)","228","Pessoas","223","Pessoas","1","Pessoas","1677","Pessoas","2","Pessoas"
"MU","1704600","Chapada de Areia (TO)","297","Pessoas","174","Pessoas","1","Pessoas","1026","Pessoas","3","Pessoas"
"MU","1705102","Chapada da Natividade (TO)","287","Pessoas","606","Pessoas","10","Pessoas","2214","Pessoas","-","Pessoas"
"MU","1705508","Colinas do Tocantins (TO)","9234","Pessoas","4314","Pessoas","98","Pessoas","20510","Pessoas","76","Pessoas"
"MU","1705557","Combinado (TO)","1085","Pessoas","648","Pessoas","8","Pessoas","3013","Pessoas","2","Pessoas"
"MU","1705607","Conceição do Tocantins (TO)","374","Pessoas","1448","Pessoas","5","Pessoas","2060","Pessoas","-","Pessoas"
"MU","1706001","Couto Magalhães (TO)","1185","Pessoas","498","Pessoas","2","Pessoas","3643","Pessoas","3","Pessoas"
"MU","1706100","Cristalândia (TO)","1433","Pessoas","860","Pessoas","11","Pessoas","4058","Pessoas","9","Pessoas"
"MU","1706258","Crixás do Tocantins (TO)","266","Pessoas","177","Pessoas","3","Pessoas","1023","Pessoas","1","Pessoas"
"MU","1706506","Darcinópolis (TO)","1555","Pessoas","496","Pessoas","8","Pessoas","3765","Pessoas","2","Pessoas"
"MU","1707009","Dianópolis (TO)","2971","Pessoas","2858","Pessoas","14","Pessoas","11889","Pessoas","7","Pessoas"
"MU","1707108","Divinópolis do Tocantins (TO)","2011","Pessoas","701","Pessoas","4","Pessoas","4298","Pessoas","10","Pessoas"
"MU","1707207","Dois Irmãos do Tocantins (TO)","1547","Pessoas","874","Pessoas","15","Pessoas","3862","Pessoas","29","Pessoas"
"MU","1707306","Dueré (TO)","923","Pessoas","516","Pessoas","1","Pessoas","2789","Pessoas","19","Pessoas"
"MU","1707405","Esperantina (TO)","1269","Pessoas","1505","Pessoas","26","Pessoas","4697","Pessoas","33","Pessoas"
"MU","1707553","Fátima (TO)","753","Pessoas","344","Pessoas","8","Pessoas","2358","Pessoas","4","Pessoas"
"MU","1707652","Figueirópolis (TO)","1246","Pessoas","548","Pessoas","3","Pessoas","3405","Pessoas","9","Pessoas"
"MU","1707702","Filadélfia (TO)","1644","Pessoas","1001","Pessoas","5","Pessoas","5053","Pessoas","9","Pessoas"
"MU","1708205","Formoso do Araguaia (TO)","3941","Pessoas","1851","Pessoas","11","Pessoas","11530","Pessoas","1548","Pessoas"
"MU","1708254","Tabocão (TO)","819","Pessoas","381","Pessoas","9","Pessoas","2239","Pessoas","7","Pessoas"
"MU","1708304","Goianorte (TO)","1382","Pessoas","360","Pessoas","6","Pessoas","2983","Pessoas","7","Pessoas"
"MU","1709005","Goiatins (TO)","1792","Pessoas","1120","Pessoas","7","Pessoas","6901","Pessoas","2613","Pessoas"
"MU","1709302","Guaraí (TO)","6360","Pessoas","2399","Pessoas","104","Pessoas","15874","Pessoas","38","Pessoas"
"MU","1709500","Gurupi (TO)","23437","Pessoas","9915","Pessoas","138","Pessoas","51330","Pessoas","299","Pessoas"
"MU","1709807","Ipueiras (TO)","197","Pessoas","354","Pessoas","-","Pessoas","1036","Pessoas","3","Pessoas"
"MU","1710508","Itacajá (TO)","1316","Pessoas","632","Pessoas","2","Pessoas","3706","Pessoas","1163","Pessoas"
"MU","1710706","Itaguatins (TO)","855","Pessoas","599","Pessoas","1","Pessoas","3681","Pessoas","36","Pessoas"
"MU","1710904","Itapiratins (TO)","720","Pessoas","414","Pessoas","7","Pessoas","2428","Pessoas","8","Pessoas"
"MU","1711100","Itaporã do Tocantins (TO)","553","Pessoas","297","Pessoas","1","Pessoas","1547","Pessoas","6","Pessoas"
"MU","1711506","Jaú do Tocantins (TO)","780","Pessoas","480","Pessoas","12","Pessoas","2061","Pessoas","1","Pessoas"
"MU","1711803","Juarina (TO)","425","Pessoas","282","Pessoas","-","Pessoas","1535","Pessoas","1","Pessoas"
"MU","1711902","Lagoa da Confusão (TO)","2780","Pessoas","1684","Pessoas","13","Pessoas","8619","Pessoas","2192","Pessoas"
"MU","1711951","Lagoa do Tocantins (TO)","634","Pessoas","483","Pessoas","8","Pessoas","2385","Pessoas","4","Pessoas"
"MU","1712009","Lajeado (TO)","575","Pessoas","409","Pessoas","1","Pessoas","2359","Pessoas","13","Pessoas"
"MU","1712157","Lavandeira (TO)","244","Pessoas","340","Pessoas","-","Pessoas","1042","Pessoas","-","Pessoas"
"MU","1712405","Lizarda (TO)","415","Pessoas","287","Pessoas","3","Pessoas","2292","Pessoas","2","Pessoas"
"MU","1712454","Luzinópolis (TO)","594","Pessoas","331","Pessoas","2","Pessoas","1789","Pessoas","1","Pessoas"
